,Suburb,Address,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Regionname
16905,Ascot Vale,23 Haven Cr,3,h,980000,VB,4.3,3,2,2,225,137,-37.77469,144.90453,Western Metropolitan
16906,Ascot Vale,35 Hurtle St,4,h,1605000,S,4.3,4,1,1,630,137,-37.77253,144.90442,Western Metropolitan
16907,Ascot Vale,5 McCully St,4,h,1610000,S,4.3,4,2,1,466,194,-37.77593,144.92156,Western Metropolitan
16908,Ascot Vale,37 Mirams St,3,h,1310000,PI,4.3,3,2,2,351,126,-37.77677,144.9128,Western Metropolitan
16909,Ashburton,15 Bardia Av,5,h,2600000,VB,10.2,5,4,2,610,190,-37.86557,145.0878,Southern Metropolitan
16910,Ashburton,10 Meaden St,3,h,1750000,VB,10.2,3,2,2,590,190,-37.86789,145.07828,Southern Metropolitan
16911,Ashwood,56 Cleveland Rd,3,h,1150000,VB,10.2,3,1,3,621,132,-37.87229,145.10489,Southern Metropolitan
16912,Ashwood,6 Leonard St,4,h,1460000,S,10.2,4,2,2,732,131,-37.86686,145.11005,Southern Metropolitan
16913,Ashwood,8 Rocklands Rd,3,h,1350000,PI,10.2,3,1,2,724,131,-37.86418,145.11086,Southern Metropolitan
16914,Aspendale,2 Second Av,3,h,960000,PI,21.5,3,1,2,526,142,-38.0311,145.10529,South-Eastern Metropolitan
16915,Aspendale,3 Wanda Ct,4,h,940000,S,21.5,4,2,2,635,142,-38.02416,145.11053,South-Eastern Metropolitan
16916,Aspendale Gardens,44 Sutherland Av,3,h,811250,SP,21.5,3,1,2,542,104,-38.01663,145.11742,South-Eastern Metropolitan
16917,Avondale Heights,123 Riviera Rd,4,h,1600000,VB,9.5,4,3,2,803,132.5,-37.75262,144.87282,Western Metropolitan
16918,Balwyn,28 Burroughs Rd,3,h,1900000,VB,7.9,3,1,3,733,203,-37.80646,145.09628,Southern Metropolitan
16919,Balwyn,31 Narrak Rd,3,h,1720000,PI,7.9,3,1,0,604,134,-37.81151,145.09528,Southern Metropolitan
16920,Balwyn,17 Relowe Cr,5,h,2801000,SP,7.9,5,2,2,1280,281,-37.80467,145.10322,Southern Metropolitan
16921,Balwyn,122 Winmalee Rd,3,h,3400000,PI,7.9,3,2,4,1490,203,-37.80828,145.09503,Southern Metropolitan
16922,Balwyn North,432 Balwyn Rd,3,h,1530500,S,9.7,3,1,2,615,185,-37.78527,145.0869,Southern Metropolitan
16923,Balwyn North,45 Dight Av,5,h,3200000,VB,9.7,5,3,2,680,168,-37.79895,145.08002,Southern Metropolitan
16924,Balwyn North,3 Ellsa St,3,h,2100000,VB,9.7,3,1,2,1208,185,-37.79122,145.09703,Southern Metropolitan
16925,Balwyn North,14 Hillview Rd,3,h,2030000,PI,9.7,3,1,1,840,185,-37.78473,145.08004,Southern Metropolitan
16926,Balwyn North,2B Maylands Av,4,t,1450000,PI,9.7,4,3,3,270,187,-37.79798,145.06349,Southern Metropolitan
16927,Beaumaris,6 Harfleur Av,5,h,2350000,S,17.3,5,3,2,812,203,-37.987,145.0484,Southern Metropolitan
16928,Bentleigh,5 Charlton St,4,h,2430000,S,11.4,4,2,2,702,166,-37.92286,145.03126,Southern Metropolitan
16929,Bentleigh,6 Gilbert Gr,5,h,2000000,VB,11.4,5,3,2,665,332,-37.92064,145.03146,Southern Metropolitan
16930,Bentleigh,12 Miles St,5,h,2275000,S,11.4,5,3,3,705,389,-37.92247,145.03051,Southern Metropolitan
16931,Bentleigh,32 Railway Cr,2,h,1320000,PI,11.4,2,1,2,595,166,-37.9296,145.03776,Southern Metropolitan
16932,Bentleigh,1 Wyuna Ct,3,h,1100000,VB,11.4,3,1,4,635,242,-37.92963,145.03666,Southern Metropolitan
16933,Bentleigh East,17 Kenjulie Dr,3,h,1125000,VB,13.8,3,2,2,587,177,-37.93014,145.06384,Southern Metropolitan
16934,Bentleigh East,73 Stockdale Av,3,h,1250000,S,13.8,3,1,4,592,135,-37.91795,145.07162,Southern Metropolitan
16935,Bentleigh East,91 Stockdale Av,3,h,1235000,S,13.8,3,1,2,586,146.5,-37.91814,145.0732,Southern Metropolitan
16936,Bentleigh East,61 Tambet St,4,t,1336000,S,13.8,4,2,2,338,146.5,-37.91366,145.07151,Southern Metropolitan
16937,Bentleigh East,30 Wingate St,3,h,1208000,SP,13.8,3,1,1,685,146.5,-37.93551,145.06055,Southern Metropolitan
16938,Berwick,14 Mittagong Ct,3,h,670000,S,35.2,3,2,4,677,186,-38.01458,145.32746,Eastern Victoria
16939,Blackburn,1 Clifton St,4,h,1500000,S,13.4,4,2,2,661,153.5,-37.82826,145.16596,Eastern Metropolitan
16940,Blackburn,37 Elmhurst Rd,4,h,1300000,PI,13.4,4,2,2,732,151,-37.8154,145.14447,Eastern Metropolitan
16941,Blackburn,35 Francis St,2,h,835000,S,13.4,2,1,2,354,153.5,-37.81587,145.15503,Eastern Metropolitan
16942,Blackburn,10 Haydn St,4,h,1955000,S,13.4,4,2,2,936,153.5,-37.82768,145.1476,Eastern Metropolitan
16943,Blackburn,7 Kevin Av,5,h,1590000,PI,13.4,5,3,2,684,153.5,-37.81138,145.14607,Eastern Metropolitan
16944,Blackburn,4B Pakenham St,4,h,1450000,S,13.4,4,2,2,357,153.5,-37.82204,145.14186,Eastern Metropolitan
16945,Blackburn,2 Wolseley Cr,4,h,1850000,VB,13.4,4,3,3,913,153.5,-37.82437,145.15268,Eastern Metropolitan
16946,Blackburn North,19 Kurrajong Wy,3,t,900000,S,13.4,3,2,2,278,200,-37.80862,145.14474,Eastern Metropolitan
16947,Blackburn North,10 Verbena St,3,h,1030000,S,13.4,3,1,1,651,168,-37.80268,145.15192,Eastern Metropolitan
16948,Blackburn South,45 Baratta St,3,h,1440000,S,13.4,3,1,2,749,127.5,-37.83812,145.1435,Eastern Metropolitan
16949,Blackburn South,2a Barns St,2,u,825000,S,13.4,2,1,1,334,127.5,-37.83302,145.14917,Eastern Metropolitan
16950,Blackburn South,10 Barrina St,3,h,1300000,S,13.4,3,2,2,358,150,-37.83551,145.13958,Eastern Metropolitan
16951,Blackburn South,27 Gissing St,4,h,1367000,S,13.4,4,3,2,610,240,-37.83702,145.15345,Eastern Metropolitan
16952,Bonbeach,22 Cirrus St,4,h,1050000,PI,27,4,2,2,526,224,-38.06566,145.12478,South-Eastern Metropolitan
16953,Boronia,47 Faraday St,3,h,605000,S,25,3,1,1,589,138,-37.86007,145.27326,Eastern Metropolitan
16954,Boronia,19 Rathmullen Rd,3,h,740000,PI,25,3,2,2,739,128,-37.86127,145.26246,Eastern Metropolitan
16955,Boronia,5 Stoneleigh Av,5,h,995000,S,25,5,2,2,2533,138,-37.85371,145.2947,Eastern Metropolitan
16956,Box Hill,29 Albion Rd,6,h,4600000,SP,10.9,6,3,5,1463,307,-37.82438,145.12528,Eastern Metropolitan
16957,Box Hill,3 Maple St,2,h,2000000,VB,10.9,2,1,1,845,133.5,-37.82588,145.12799,Eastern Metropolitan
16958,Braybrook,305 Ballarat Rd,3,h,780000,VB,8.6,3,1,1,613,110,-37.77998,144.85338,Western Metropolitan
16959,Braybrook,25 Myamyn St,4,h,850000,PI,8.6,4,1,1,651,119,-37.78875,144.84771,Western Metropolitan
16960,Brighton,194B Church St,3,t,2525000,S,10.5,3,2,3,728,182,-37.91902,144.99987,Southern Metropolitan
16961,Brighton,56A Dendy St,4,h,3000000,PI,10.5,4,3,2,663,324,-37.92022,144.99824,Southern Metropolitan
16962,Brighton,27 Foote St,5,h,5250000,PI,10.5,5,4,5,614,182,-37.89359,144.9936,Southern Metropolitan
16963,Brighton,5 Southey St,3,h,1770000,S,10.5,3,1,1,535,182,-37.90725,145.00634,Southern Metropolitan
16964,Brighton,58 Sussex St,4,h,1800000,S,10.5,4,2,1,400,182,-37.91341,144.99034,Southern Metropolitan
16965,Brighton East,84 Baird St,4,h,2330000,S,10.3,4,2,2,686,202,-37.92249,145.01268,Southern Metropolitan
16966,Brighton East,16 Clonaig St,5,h,2350000,VB,10.3,5,2,3,1048,249,-37.90381,145.0106,Southern Metropolitan
16967,Brighton East,630 Hawthorn Rd,2,h,1380000,S,10.3,2,1,2,619,99,-37.90272,145.01869,Southern Metropolitan
16968,Brighton East,10 Lockwood Av,4,h,2652000,S,10.3,4,2,2,1233,202,-37.90186,145.01384,Southern Metropolitan
16969,Broadmeadows,5 Marong Ct,3,t,540000,S,14,3,2,2,229,134,-37.68188,144.92893,Northern Metropolitan
16970,Broadmeadows,14 Railway Cr,1,h,500000,S,14,1,1,1,193,87,-37.68397,144.92028,Northern Metropolitan
16971,Broadmeadows,86 Ripplebrook Dr,3,h,595000,S,14,3,1,2,594,117,-37.67652,144.91176,Northern Metropolitan
16972,Brooklyn,23 Conifer Av,3,h,655000,S,6.4,3,2,2,361,129,-37.82144,144.84103,Western Metropolitan
16973,Brunswick,21 Barrow St,4,h,1520000,VB,5.2,4,2,1,348,165,-37.76101,144.96948,Northern Metropolitan
16974,Brunswick,39 Bishop St,3,h,955000,SP,5.2,3,1,1,159,103,-37.75986,144.96671,Northern Metropolitan
16975,Brunswick,20 Connelly St,5,h,1750000,VB,5.2,5,2,1,324,176,-37.7623,144.96619,Northern Metropolitan
16976,Brunswick,115 Donald St,3,h,1100000,VB,5.2,3,1,1,361,108,-37.75846,144.97313,Northern Metropolitan
16977,Brunswick,159 Edward St,2,h,1450000,S,5.2,2,1,1,255,134,-37.77455,144.96865,Northern Metropolitan
16978,Brunswick,93 Edward St,2,h,1276000,S,5.2,2,1,1,178,108,-37.77411,144.96465,Northern Metropolitan
16979,Brunswick,30 Lyle St,2,h,885000,S,5.2,2,1,1,122,108,-37.76482,144.95778,Northern Metropolitan
16980,Brunswick,14 Murdock St,3,h,1105000,S,5.2,3,2,1,239,162,-37.756,144.95869,Northern Metropolitan
16981,Brunswick West,44 Daly St,4,h,1207500,S,5.2,4,2,1,538,107,-37.76635,144.94464,Northern Metropolitan
16982,Brunswick West,43 Hunter St,2,h,1051000,S,5.2,2,1,1,233,107,-37.7661,144.94621,Northern Metropolitan
16983,Bulleen,7 Springbank Ct,5,h,1302000,S,10.8,5,2,3,656,182.5,-37.77179,145.08586,Eastern Metropolitan
16984,Bulleen,36 Westwood Dr,4,t,1220000,PI,10.8,4,3,2,340,182.5,-37.77979,145.0993,Eastern Metropolitan
16985,Bulleen,4 White Wy,3,h,1290000,S,10.8,3,1,2,739,182.5,-37.77295,145.08719,Eastern Metropolitan
16986,Bundoora,21 Ashbrook Cct,4,h,784000,S,12.1,4,2,3,593,212,-37.69186,145.05017,Northern Metropolitan
16987,Bundoora,5 Crabtree Ct,4,h,700000,PI,12.1,4,2,2,570,145,-37.70656,145.06299,Northern Metropolitan
16988,Bundoora,17 Doidge St,3,h,600000,S,12.1,3,1,2,398,145,-37.70191,145.05923,Northern Metropolitan
16989,Bundoora,8 Ellery St,3,h,717000,S,12.1,3,2,1,453,453,-37.6966,145.06949,Northern Metropolitan
16990,Bundoora,228 Greenhills Rd,3,h,660000,S,12.1,3,2,2,539,145,-37.68982,145.04642,Northern Metropolitan
16991,Bundoora,89 Josef Av,5,h,760000,PI,12.1,5,3,2,521,521,-37.68576,145.0524,Northern Metropolitan
16992,Bundoora,32 Timberglades Dr,3,h,962250,S,12.1,3,2,2,588,151,-37.71014,145.05526,Northern Metropolitan
16993,Bundoora,42 Worcester Cr,5,h,1565000,SP,12.1,5,4,2,656,145,-37.68694,145.079,Northern Metropolitan
16994,Burwood,3 Loudon Rd,3,h,1410000,S,10.4,3,1,1,661,150,-37.84786,145.09693,Southern Metropolitan
16995,Burwood,29 Murray Dr,3,h,1217000,S,10.4,3,2,1,392,130,-37.84429,145.10199,Southern Metropolitan
16996,Cairnlea,12 Sunnybrae Cct,4,h,734000,S,14.8,4,2,2,571,185,-37.76437,144.79517,Western Metropolitan
16997,Camberwell,7 Aisbett Av,4,h,2100000,VB,7.7,4,3,3,772,249,-37.84824,145.08901,Southern Metropolitan
16998,Camberwell,2/2 Garden Rd,3,h,1430000,S,7.7,3,3,2,219,189,-37.84406,145.09005,Southern Metropolitan
16999,Camberwell,20 Gowar Av,5,h,2450000,PI,7.7,5,3,2,725,174,-37.84019,145.07703,Southern Metropolitan
17000,Camberwell,641 Riversdale Rd,4,h,2100000,VB,7.7,4,2,2,572,235,-37.83252,145.06832,Southern Metropolitan
17001,Camberwell,1299 Toorak Rd,4,h,2000000,PI,7.7,4,3,9,601,174,-37.84938,145.08812,Southern Metropolitan
17002,Camberwell,15 Victoria Rd,5,h,6000000,VB,7.7,5,3,4,1338,174,-37.82359,145.06034,Southern Metropolitan
17003,Campbellfield,7 Kalgoorlie Ct,3,h,725000,SP,16.6,3,1,1,677,168.5,-37.68881,144.96135,Northern Metropolitan
17004,Campbellfield,162A Somerset Rd,2,h,385000,SP,16.6,2,1,0,361,168.5,-37.67823,144.95911,Northern Metropolitan
17005,Carlton,162 Canning St,2,h,1410000,PI,1.6,2,2,1,150,82,-37.79463,144.97367,Northern Metropolitan
17006,Carlton,26 Tyne St,3,t,1750000,S,1.6,3,2,2,2399,138,-37.79782,144.96664,Northern Metropolitan
17007,Carrum Downs,27 Arcadia St,3,h,631000,S,34.9,3,2,2,657,199,-38.11395,145.18924,South-Eastern Metropolitan
17008,Caulfield South,11 Russell St,5,h,2050000,PI,8.7,5,3,2,579,327,-37.90121,145.02462,Southern Metropolitan
17009,Caulfield South,13 Sycamore St,3,h,1490000,S,8.7,3,1,2,496,128,-37.889,145.01575,Southern Metropolitan
17010,Cheltenham,3 Axelton St,4,h,1270000,S,17.9,4,1,2,676,137,-37.96799,145.0632,Southern Metropolitan
17011,Cheltenham,53a Cavanagh St,3,t,1111000,S,17.9,3,3,2,259,182,-37.96116,145.06561,Southern Metropolitan
17012,Cheltenham,20 Eagland Rd,3,h,887500,SP,17.9,3,1,1,634,137,-37.9717,145.07574,Southern Metropolitan
17013,Cheltenham,9 Oak Av,3,h,1291000,S,17.9,3,3,2,727,137,-37.97388,145.06623,Southern Metropolitan
17014,Cheltenham,21 Parnell St,3,h,1200000,SP,17.9,3,2,2,784,120,-37.95502,145.06185,Southern Metropolitan
17015,Cheltenham,22 Weymar St,5,h,1350000,S,17.9,5,2,3,1001,137,-37.96234,145.06218,Southern Metropolitan
17016,Clarinda,54 Davanzo Av,3,h,795500,S,17.5,3,1,1,531,149.5,-37.94513,145.1066,South-Eastern Metropolitan
17017,Clayton,47 Beddoe Av,3,h,1870000,SP,16.7,3,2,1,740,186,-37.9112,145.12778,South-Eastern Metropolitan
17018,Clayton,25 Eva St,3,h,1371000,S,16.7,3,2,1,721,124.5,-37.92221,145.11357,South-Eastern Metropolitan
17019,Clayton South,125 Bourke Rd,3,h,820000,S,17.5,3,1,1,533,123,-37.94183,145.1087,South-Eastern Metropolitan
17020,Clifton Hill,23D Grant St,3,h,1040000,S,3.6,3,2,1,1727,129,-37.78915,144.99605,Northern Metropolitan
17021,Coburg,48 Bruce St,3,h,1090000,S,6.7,3,1,2,409,121,-37.74429,144.94827,Northern Metropolitan
17022,Coburg,97 Connolly Av,2,h,905000,S,6.7,2,1,1,390,82,-37.73656,144.97799,Northern Metropolitan
17023,Coburg,17 Darlington Gr,3,h,1100000,S,6.7,3,2,2,368,121,-37.74944,144.97363,Northern Metropolitan
17024,Coburg,11 Gilmour St,3,h,900000,PI,6.7,3,1,1,403,100,-37.73864,144.96376,Northern Metropolitan
17025,Coburg,27 Hardwick St,2,h,930000,S,6.7,2,1,2,343,121,-37.74931,144.96986,Northern Metropolitan
17026,Coburg,70 Murray St,2,h,866000,S,6.7,2,1,1,216,121,-37.73803,144.95423,Northern Metropolitan
17027,Coburg,2 Norman St,3,h,853000,S,6.7,3,1,1,251,121,-37.75055,144.96438,Northern Metropolitan
17028,Coburg,24 Ross St,3,h,740000,VB,6.7,3,1,1,264,121,-37.73906,144.96614,Northern Metropolitan
17029,Coburg North,4 Allenby St,3,h,801000,S,6.7,3,1,2,532,124,-37.72768,144.95985,Northern Metropolitan
17030,Coburg North,14 Boyd Cr,4,h,830000,PI,6.7,4,2,2,557,102,-37.73316,144.97958,Northern Metropolitan
17031,Craigieburn,20 Dashing Rd,4,h,695000,SP,20.6,4,2,2,480,232,-37.59288,144.89706,Northern Metropolitan
17032,Craigieburn,13 Elsternwick Wy,3,h,650000,S,20.6,3,2,2,598,155,-37.58572,144.93597,Northern Metropolitan
17033,Craigieburn,37 Escapade Bvd,5,h,770000,S,20.6,5,2,2,589,405,-37.56926,144.91269,Northern Metropolitan
17034,Craigieburn,24 Fawkner La,4,h,615000,SP,20.6,4,2,2,623,155,-37.58401,144.93148,Northern Metropolitan
17035,Craigieburn,7 Goodrich Ct,3,h,565000,S,20.6,3,2,4,657,155,-37.61136,144.93198,Northern Metropolitan
17036,Craigieburn,30 Riversdale St,3,h,540000,S,20.6,3,2,1,574,130,-37.58972,144.93601,Northern Metropolitan
17037,Craigieburn,29 Somersby Rd,3,h,590000,S,20.6,3,2,2,448,166,-37.58168,144.92127,Northern Metropolitan
17038,Craigieburn,98 Wattletree St,4,h,540000,S,20.6,4,2,2,392,155,-37.57578,144.90272,Northern Metropolitan
17039,Cranbourne North,20 Arbourlea Bvd,4,h,645000,S,34.7,4,2,2,446,149,-38.08188,145.33248,South-Eastern Metropolitan
17040,Croydon,11 Alwyn St,2,h,664000,S,23,2,1,1,352,93,-37.79588,145.29166,Eastern Metropolitan
17041,Croydon,5 Lindisfarne Av,3,h,1165000,S,23,3,2,2,1044,235,-37.79263,145.29207,Eastern Metropolitan
17042,Croydon,3 Robinson St,3,h,772500,S,23,3,1,1,805,180.5,-37.7937,145.25736,Eastern Metropolitan
17043,Dallas,6 Riches St,4,h,620000,VB,14,4,2,3,780,117,-37.67024,144.94737,Northern Metropolitan
17044,Dallas,31 Washington St,3,h,520000,SP,14,3,1,3,565,97,-37.66709,144.94332,Northern Metropolitan
17045,Dandenong,3 Aratula St,3,h,1400000,S,24.7,3,1,2,1034,172,-37.98456,145.22401,South-Eastern Metropolitan
17046,Dandenong,30 Olive St,4,h,915500,S,24.7,4,1,2,850,139.5,-37.98049,145.21905,South-Eastern Metropolitan
17047,Dandenong North,11 Huxley Av,3,h,681000,S,24.7,3,2,2,649,154,-37.94752,145.21463,South-Eastern Metropolitan
17048,Deer Park,9 Meakin Wy,3,h,580500,SP,14.8,3,2,2,406,144,-37.77583,144.75692,Western Metropolitan
17049,Delahey,6 Green Cl,4,h,655000,S,18,4,3,2,602,134,-37.71568,144.7776,Western Metropolitan
17050,Derrimut,59 Maxwelton Cct,5,h,975000,S,14.7,5,4,2,552,210,-37.78407,144.76202,Western Metropolitan
17051,Diamond Creek,14 Chusan Ct,4,h,1063000,SP,21.8,4,2,4,1222,152.5,-37.68589,145.1526,Northern Victoria
17052,Diamond Creek,59 Haley St,4,h,750000,VB,21.8,4,2,0,530,152.5,-37.67598,145.16084,Northern Victoria
17053,Diamond Creek,29 The Parkway,4,h,750000,VB,21.8,4,3,3,940,170,-37.67456,145.16981,Northern Victoria
17054,Diggers Rest,41A License Rd,3,h,550000,S,27.7,3,2,2,607,160,-37.62496,144.71243,Western Metropolitan
17055,Dingley Village,23 Heathland Wy,4,h,1000000,PI,22.2,4,2,2,528,209,-37.98687,145.12709,South-Eastern Metropolitan
17056,Dingley Village,53 Jacks Av,3,h,875000,S,22.2,3,2,5,535,168,-37.98458,145.12746,South-Eastern Metropolitan
17057,Doncaster,32 Clancys La,4,h,1160000,VB,12.4,4,2,2,653,153,-37.77607,145.1291,Eastern Metropolitan
17058,Doncaster,1 Curnola Av,3,h,1600000,S,12.4,3,1,2,728,131,-37.78118,145.11029,Eastern Metropolitan
17059,Doncaster,66 Margot Av,4,h,1310000,PI,12.4,4,2,2,352,226,-37.7733,145.12795,Eastern Metropolitan
17060,Doncaster,11 Outhwaite Av,3,h,1320000,VB,12.4,3,1,2,725,128,-37.78278,145.10144,Eastern Metropolitan
17061,Doncaster East,34 McKenzie St,3,h,1120000,VB,14.3,3,2,1,654,180,-37.7829,145.16947,Eastern Metropolitan
17062,Doncaster East,10 Morinda Cr,3,h,1181000,S,14.3,3,1,2,650,180,-37.78996,145.15096,Eastern Metropolitan
17063,Doncaster East,35 Owens St,4,h,1385000,PI,14.3,4,3,2,675,194,-37.77714,145.14903,Eastern Metropolitan
17064,Donvale,14 Amys Gr,3,h,900000,PI,16.1,3,2,2,393,178,-37.80344,145.19777,Eastern Metropolitan
17065,Donvale,117A Glenvale Rd,3,t,800000,PI,16.1,3,2,2,345,173,-37.80047,145.21536,Eastern Metropolitan
17066,Doreen,38 Orchard Rd,3,u,530000,S,25.9,3,2,2,315,120,-37.61202,145.13012,Northern Victoria
17067,Eaglemont,78 Studley Rd,3,h,1250000,VB,8.9,3,2,1,529,221,-37.76248,145.05423,Eastern Metropolitan
17068,Edithvale,6A Berry Av,4,h,1185000,S,27,4,3,2,378,141,-38.04383,145.11321,South-Eastern Metropolitan
17069,Elsternwick,36 Horne St,3,h,1900000,VB,7.2,3,2,2,630,142,-37.88617,145.00101,Southern Metropolitan
17070,Eltham,8 Catherine Ct,4,h,1275000,S,18,4,2,2,833,182,-37.71226,145.15735,Eastern Metropolitan
17071,Elwood,34 Foam St,4,h,3040000,S,7.2,4,3,2,304,83,-37.88731,144.98948,Southern Metropolitan
17072,Endeavour Hills,13 Wilkinson Wy,5,h,878000,S,28.5,5,3,2,659,347,-37.98218,145.25336,South-Eastern Metropolitan
17073,Epping,33 Abercrombie Gr,5,h,720500,S,19.6,5,2,2,349,290,-37.62727,145.01607,Northern Metropolitan
17074,Epping,2 Axebridge Cct,4,h,680000,S,19.6,4,2,2,578,216,-37.62765,145.03726,Northern Metropolitan
17075,Epping,3 Ayers Ct,3,h,670000,S,19.6,3,2,2,691,152,-37.65801,145.02683,Northern Metropolitan
17076,Epping,31 Camouflage Dr,3,h,515000,SP,19.6,3,2,2,420,133,-37.62551,145.00432,Northern Metropolitan
17077,Epping,22 Gammage Bvd,3,h,692500,S,19.6,3,2,2,492,133,-37.62499,145.00937,Northern Metropolitan
17078,Epping,23 Nesting Ct,4,h,820000,PI,19.6,4,3,4,568,133,-37.6276,145.02992,Northern Metropolitan
17079,Epping,20 Quartz Gr,4,h,685000,SP,19.6,4,2,4,612,207,-37.63074,145.03642,Northern Metropolitan
17080,Epping,22 Rockfield St,4,h,649000,S,19.6,4,2,2,376,180,-37.62918,145.00855,Northern Metropolitan
17081,Epping,63 Shields St,4,h,662000,S,19.6,4,2,2,448,133,-37.62357,145.01017,Northern Metropolitan
17082,Essendon,37 Daisy St,4,h,1727000,S,7.5,4,2,3,590,185,-37.7536,144.91097,Western Metropolitan
17083,Essendon,38C Fletcher St,3,h,1210000,S,7.5,3,2,2,207,181,-37.75451,144.92179,Western Metropolitan
17084,Essendon,47 King St,4,h,1961000,S,7.5,4,1,2,770,142,-37.7459,144.90357,Western Metropolitan
17085,Essendon,22 McPhail St,4,h,1650000,VB,7.5,4,2,2,354,272,-37.75474,144.91227,Western Metropolitan
17086,Essendon,8 Ogilvie St,5,h,1565000,S,7.5,5,3,2,637,142,-37.75328,144.89217,Western Metropolitan
17087,Essendon,107 Roberts St,4,h,1485000,SP,7.5,4,2,2,447,142,-37.74518,144.8995,Western Metropolitan
17088,Essendon,5A Roberts St,3,h,2100000,PI,7.5,3,3,2,719,292,-37.75396,144.89796,Western Metropolitan
17089,Essendon,13 Wright St,3,h,1465000,S,7.5,3,1,1,440,142,-37.74542,144.91824,Western Metropolitan
17090,Fairfield,58 Rathmines St,3,h,1360000,VB,5.7,3,1,0,320,130,-37.77945,145.01553,Northern Metropolitan
17091,Fawkner,100 Anderson Rd,3,h,670000,PI,13.1,3,1,2,587,115,-37.69555,144.9677,Northern Metropolitan
17092,Fawkner,12A Major Rd,3,h,867500,S,13.1,3,1,2,785,115,-37.70793,144.97457,Northern Metropolitan
17093,Fawkner,36 Major Rd,3,t,682000,S,13.1,3,2,1,277,115,-37.70759,144.97152,Northern Metropolitan
17094,Fawkner,49 Percy St,3,h,720000,S,13.1,3,1,1,655,115,-37.7073,144.97494,Northern Metropolitan
17095,Fawkner,42 Tucker St,4,h,945000,S,13.1,4,2,6,652,166,-37.70811,144.96968,Northern Metropolitan
17096,Ferntree Gully,82 Bryden Dr,4,h,860000,S,24.8,4,2,4,623,171,-37.8984,145.26457,Eastern Metropolitan
17097,Ferntree Gully,12 Easton Ct,4,h,845000,SP,24.8,4,2,2,665,170,-37.89254,145.2737,Eastern Metropolitan
17098,Ferntree Gully,62 Helen Rd,4,h,851000,S,24.8,4,2,2,722,170,-37.87574,145.26685,Eastern Metropolitan
17099,Fitzroy North,83 Holden St,3,h,1700000,S,3.6,3,1,0,266,150,-37.77931,144.98197,Northern Metropolitan
17100,Fitzroy North,497 Napier St,3,h,1412500,S,3.6,3,2,2,838,118.5,-37.79185,144.98164,Northern Metropolitan
17101,Fitzroy North,15 Willowbank Rd,3,h,1875000,S,3.6,3,2,2,560,183,-37.77501,144.98491,Northern Metropolitan
17102,Flemington,126 Princes St,2,h,1015000,SP,3.4,2,1,0,217,100,-37.78416,144.93548,Northern Metropolitan
17103,Flemington,1 Waltham St,3,h,1120000,S,3.4,3,1,0,209,143,-37.78346,144.9283,Northern Metropolitan
17104,Footscray,32 Chatham St,3,h,820000,S,5.1,3,1,1,182,98,-37.79303,144.89111,Western Metropolitan
17105,Footscray,2a Everard St,3,t,820000,PI,5.1,3,2,2,148,98,-37.79417,144.88535,Western Metropolitan
17106,Footscray,50 Everard St,2,t,620000,S,5.1,2,1,0,104,2,-37.79656,144.88523,Western Metropolitan
17107,Footscray,17 Tait St,3,h,960000,VB,5.1,3,1,2,517,98,-37.79178,144.89618,Western Metropolitan
17108,Footscray,14 Tiernan St,4,h,850000,SP,5.1,4,1,2,388,102,-37.79419,144.89618,Western Metropolitan
17109,Forest Hill,66 Stevens Rd,3,h,885000,S,15.4,3,1,1,594,139.5,-37.84467,145.18227,Eastern Metropolitan
17110,Frankston,20 Bondi Av,3,h,845777,S,38,3,2,4,1083,140,-38.16041,145.13735,South-Eastern Metropolitan
17111,Frankston,5 Jolly St,3,h,686000,S,38,3,2,2,692,105,-38.14291,145.1355,South-Eastern Metropolitan
17112,Frankston South,1 Barriedale Gr,4,h,920000,SA,38,4,2,2,2878,180,-38.19043,145.13817,South-Eastern Metropolitan
17113,Frankston South,13 Buckingham Pl,5,h,825000,S,38,5,2,4,700,199,-38.17185,145.14299,South-Eastern Metropolitan
17114,Gisborne,24 Hilltop Wy,3,h,550000,S,45.9,3,2,2,675,177,-37.48287,144.5973,Northern Victoria
17115,Gisborne,47 Willowbank Rd,4,h,1250000,PI,45.9,4,2,4,2647,177,-37.50182,144.60554,Northern Victoria
17116,Gladstone Park,3 Bede Ct,3,h,640000,S,12.9,3,1,2,613,134,-37.6859,144.89491,Western Metropolitan
17117,Gladstone Park,9 Farley Ct,3,h,700000,S,12.9,3,2,1,591,19,-37.68479,144.89602,Western Metropolitan
17118,Gladstone Park,10 Woodstock Dr,4,h,710000,SP,12.9,4,1,2,666,134,-37.69297,144.88705,Western Metropolitan
17119,Glen Huntly,10 James St,4,h,1900000,VB,10.1,4,2,2,617,207,-37.89042,145.04058,Southern Metropolitan
17120,Glen Iris,9 Hortense St,3,h,2160000,S,7.3,3,2,4,724,155,-37.8547,145.08095,Southern Metropolitan
17121,Glen Iris,30 Lomond St,4,h,1850000,PI,7.3,4,3,2,334,155,-37.84881,145.06128,Southern Metropolitan
17122,Glen Iris,16 Nepean St,4,h,1900000,VB,7.3,4,2,2,557,155,-37.8488,145.05565,Southern Metropolitan
